popularity,budget,revenue,runtime,release_date,vote_count,vote_average
2.46449,3500000,40423945,92,2015-03-24,700,5.8
2.404473,65000000,235666219,120,2015-05-06,1840,6.9
2.395366,50100000,153962963,105,2015-02-25,1831,6.7
2.354654,35000000,82347656,96,2015-08-20,820,5.5
2.345821,100000000,93820758,122,2015-11-20,805,6.4
2.3315669999999997,35000000,137935567,133,2015-11-25,1171,7.3
2.31767,35000000,140795793,125,2015-07-17,849,6.1
2.29573,13000000,32848185,102,2015-09-11,265,7.2
2.28135,25000000,42972994,131,2015-09-09,619,6.7
2.234573,150000000,128388320,111,2015-09-24,586,5.9
2.140199,99000000,246233113,88,2015-11-05,414,6.4
2.121884,35000000,48623572,123,2015-11-12,500,6.9
2.096273,25000000,52395996,100,2015-11-20,363,6.1
2.0809349999999998,2500000,5214043,99,2015-06-26,473,4.8
2.070708,34000000,63013281,128,2015-04-09,711,7.3
2.060162,80000000,466183544,89,2015-09-21,919,6.8
2.055572,17000000,24000000,107,2015-11-12,111,5.3
2.049886,35000000,61181942,123,2015-09-30,706,6.8
2.0266509999999998,11000000,1863315,94,2015-01-15,326,5.9
2.000338,31000000,104384188,99,2015-07-28,846,6.1
1.984529,35000000,95437994,93,2015-05-20,589,5.0
1.9800389999999999,4000000,187112,95,2015-05-08,384,5.1
1.95632,50000000,3324330,137,2015-03-15,341,5.9
1.926739,5000000,58978653,108,2015-07-30,631,6.6
1.904898,50000000,240360392,96,2015-12-25,568,5.7
1.865007,64000000,97571250,92,2015-07-29,423,7.5
1.82313,11930000,18340000,118,2015-10-01,197,6.9
1.758618,8500000,43528634,100,2015-02-20,753,6.8
1.742286,10000000,52882018,97,2015-08-19,331,5.5
1.73518,30000000,107597242,94,2015-04-16,422,5.3
1.6510779999999898,4000000,50163103,91,2015-01-23,810,3.9
1.532997,30000000,49263404,104,2015-06-03,364,6.2
1.5100959999999999,23000000,79799880,101,2015-01-16,446,6.5
1.499614,15000000,14860766,93,2015-10-23,288,6.2
1.495112,5000000,98450062,94,2015-09-10,729,5.9
1.4832459999999899,53000000,99775678,122,2015-09-04,848,6.3
1.449072,8900000,50136,93,2015-11-13,233,5.4
1.448002,15000000,61548707,98,2015-11-26,342,5.9
1.443406,20000000,208588,113,2015-03-31,322,5.7
1.41239,5000000,54418872,103,2015-08-26,519,6.7
1.40805,700000,17986781,103,2015-06-19,448,7.3
1.3882510000000001,28000000,28208085,96,2015-08-19,695,5.9
1.388032,11000000,61619773,120,2015-04-10,277,7.3
1.3766049999999999,30000000,105011053,118,2015-12-18,399,5.9
1.360926,12000000,32248241,106,2015-01-30,637,6.3
1.3558219999999999,25000000,72629670,96,2015-09-03,407,5.3
1.345982,55000000,74679822,119,2015-10-13,819,6.4
1.338481,14800000,122413057,115,2015-07-01,501,6.3
1.338322,10000000,78099553,88,2015-10-21,267,5.0
1.316239,15000000,8235661,124,2015-10-27,273,7.2
1.315266,19500000,32189727,111,2015-10-14,202,6.2
1.291013,74000000,311594032,93,2015-02-05,533,5.7
1.278928,20000000,43967255,111,2015-06-26,214,7.0
1.225325,40000000,10664749,115,2015-02-16,283,5.6
1.191138,1000000,62882090,82,2015-04-17,643,5.6
1.178831,35000000,51680201,87,2015-05-08,472,5.5
1.1647239999999999,10000000,104303851,97,2015-06-04,610,6.3
1.142518,6000000,41387687,104,2015-11-13,135,5.9
1.138395,40000000,34227298,109,2015-11-10,408,5.5
1.1252389999999999,8000000,3759286,90,2015-12-30,259,6.7
1.03839,2000000,1477002,102,2015-08-07,186,6.8
1.0070540000000001,11000000,27391084,95,2015-07-17,319,6.1
0.956096,18000000,41325328,100,2015-07-10,152,5.5
0.950793,12000000,60273173,100,2015-09-11,122,5.6
0.9376200000000001,10000000,7587485,97,2015-03-27,265,5.9
0.9273389999999999,40000000,106511453,100,2015-03-26,661,5.9
0.9060360000000001,25000000,24902723,120,2015-08-06,262,5.8
0.898295999999999,14000000,16002420,106,2015-10-16,231,7.1
0.880937999999999,6000000,11122090,96,2015-08-26,412,6.2
0.8324870000000001,10000000,85978266,122,2015-02-26,196,6.4
0.829111,20000000,6420319,106,2015-04-23,113,7.1
0.814206,37000000,26250020,105,2015-05-27,469,5.2
0.795762,28000000,7002261,108,2015-09-11,122,5.7
0.706023,7000000,573335,103,2015-10-02,86,7.1
0.699932,3000000,695269,134,2015-07-06,307,4.7
0.69957,9600000,2541554,121,2015-09-12,89,6.4
0.690479,10000000,10835752,107,2015-03-20,114,6.6
0.6895789999999989,15000000,3020664,100,2015-10-22,56,5.1
0.6737920000000001,1000000,14444999,95,2015-11-27,87,6.6
0.669351,13000000,1784763,91,2015-07-24,164,4.5
0.661471,8000000,1411927,112,2015-09-25,121,6.8
0.6611630000000001,14000000,12314651,93,2015-02-20,244,5.0
0.654046,4000000,143101,97,2015-06-03,35,5.0
0.602165,8000000,35991087,104,2015-09-02,171,5.4
0.599655,3300000,64110728,83,2015-01-29,327,4.9
0.577814,35000000,14431253,90,2015-03-05,241,4.9
0.570743999999999,2000000,45431,95,2015-04-08,129,5.7
0.532205,100000,42664410,87,2015-07-10,247,5.0
0.524315,10000000,3334927,122,2015-11-12,82,5.4
0.46208999999999995,9000000,21571189,121,2015-01-30,72,6.7
0.45087200000000005,13000000,1646788,123,2015-09-11,19,5.6
0.43558199999999997,5000000,2333684,119,2015-10-22,69,5.7
0.424813,6000000,90777,137,2015-09-11,306,7.5
0.41491300000000003,3000000,3387000,83,2015-02-12,91,5.0
0.40223600000000004,447524,771317,101,2015-05-08,47,4.2
0.36590100000000003,10000000,17472,111,2015-07-01,48,5.0
0.336107,2000000,2801508,97,2015-09-17,55,5.7
0.29875100000000004,5000000,4842699,121,2015-09-11,24,5.7
0.259794,600000,7087452,78,2015-06-04,81,5.6
0.7310220000000001,3000000,67790117,120,2015-08-28,57,6.9
0.07610900000000001,13500000,187674,129,2015-09-18,14,5.6
24.949134,165000000,621752480,169,2014-11-05,6498,8.0
14.311205,170000000,773312399,121,2014-07-30,5612,7.9
12.971027000000001,170000000,714766572,136,2014-03-20,3848,7.6
11.422751,20000000,78739897,101,2014-10-22,2712,7.0
10.739009,125000000,752100229,123,2014-11-18,3590,6.6
10.174599,250000000,955119788,144,2014-12-10,3110,7.1
8.691294000000001,165000000,652105443,102,2014-10-24,4185,7.8
8.110711,14000000,233555708,113,2014-11-14,3478,8.0
7.1372729999999995,34000000,348319861,113,2014-09-10,3425,7.0
6.9071479999999905,18000000,103215094,119,2014-10-17,2801,7.3
6.438727,61000000,369330363,145,2014-10-01,3720,7.9
6.415818,68000000,211817906,135,2014-10-15,2572,7.4
6.2866919999999995,127000000,349424282,97,2014-12-17,1111,6.1
6.14502,85000000,288747895,139,2014-03-14,3038,6.9
6.052479,250000000,746000000,131,2014-05-15,4006,7.6
5.947136,40000000,463360063,89,2014-07-14,3699,6.3
5.787396,125000000,477200000,101,2014-08-07,1836,5.8
5.701683,40000000,126069509,97,2014-07-17,1150,5.3
5.522641,8500000,38697217,117,2014-10-23,2087,7.6
4.983782,210000000,245500000,165,2014-06-25,2161,5.9
4.93082,30000000,174600318,99,2014-02-26,2802,7.9
4.780419,3300000,13993093,105,2014-10-10,2372,8.2
4.452507,170000000,708200000,130,2014-06-26,2625,7.4
4.1452089999999995,55000000,192330738,132,2014-09-24,2100,7.2
4.105685,42000000,106645357,108,2014-11-26,1033,6.1
4.101979,200000000,705717432,142,2014-04-16,2813,6.6
3.990452,178000000,370541256,113,2014-05-27,3267,7.7
3.9892309999999997,44000000,11305175,112,2014-12-25,1657,6.1
3.8630739999999997,58800000,542307423,134,2014-12-11,3004,7.5
3.81374,140000000,268031828,153,2014-12-03,1377,5.6
3.689601,160000000,529076069,123,2014-05-14,2169,6.2
3.5823150000000004,180000000,758410378,97,2014-05-28,2928,7.0
3.573028,15000000,32556119,108,2014-08-27,481,6.0
3.489314,5000000,102529779,89,2014-10-24,569,4.9
3.4891059999999996,145000000,609123048,102,2014-06-12,2152,7.7
3.3937410000000003,2000000,13500000,100,2014-08-27,1003,6.6
3.34625,90000000,206172544,127,2014-08-04,1275,6.2
3.3277989999999997,60000000,469160692,100,2014-02-06,2268,7.5
3.260581,95000000,114178613,102,2014-12-12,675,5.1
3.170271,15000000,121201940,123,2014-11-26,1960,7.8
3.14993,17000000,136621271,104,2014-08-13,912,6.4
3.028769,70000000,215529201,92,2014-10-01,1666,6.1
3.007018,132000000,373552094,92,2014-11-22,939,6.5
2.996038,50000000,212902372,125,2014-12-25,1095,5.6
2.979181,110000000,337580051,102,2014-03-05,1664,6.1
2.881991,25000000,66980456,94,2014-08-11,1151,6.3
2.8050189999999997,50000000,188441614,112,2014-06-05,2416,7.0
2.777996,28000000,53181600,113,2014-09-18,823,6.2
2.721864,55000000,259207227,95,2014-11-27,606,7.1
2.692691,7000000,2360281,102,2014-09-07,255,6.1
2.67235,11000000,45967935,115,2014-05-08,866,7.2
2.6112509999999998,9000000,108782847,104,2014-07-17,1126,6.6
2.601775,16000000,19682924,110,2014-10-03,253,3.8
2.595951,4000000,44349000,164,2014-06-05,1343,7.6
2.576396,20000000,12007070,125,2014-12-30,384,6.4
2.549403,100000000,243400000,99,2014-07-23,1215,5.6
2.526779,125000000,362637473,139,2014-03-20,1589,5.5
2.523101,50000000,83719388,141,2014-10-08,974,7.2
2.4451650000000003,40000000,123494610,117,2014-05-21,720,6.7
2.376309,18000000,268157400,96,2014-05-08,1829,6.2
2.361267,11000000,78874843,106,2014-08-21,856,7.2
2.303556,45000000,86165646,112,2014-07-16,421,6.7
2.293859,12000000,305151265,125,2014-05-16,2389,7.8
2.1654619999999998,25000000,153997819,99,2014-01-17,634,6.1
2.160156,20000000,11110975,148,2014-12-25,552,6.3
2.141491,60000000,50549107,105,2014-01-15,873,5.9
2.1367580000000004,50000000,222809600,106,2014-01-26,1648,6.8
2.116264,5500000,3000000,97,2014-08-28,1136,7.2
1.957672,12600000,18658381,106,2014-09-12,583,6.6
1.9407349999999999,120000000,239379423,102,2014-01-30,1709,5.7
1.904422,100000000,103039258,119,2014-04-16,1555,5.9
1.9000380000000001,40000000,196781193,109,2014-04-16,1056,6.2
1.8947060000000002,145000000,272912430,92,2014-02-07,592,6.8
1.840817,65000000,39407616,102,2014-08-20,857,6.2
1.8116919999999999,103000000,500188435,102,2014-03-19,659,6.5
1.805954,40000000,169837010,110,2014-11-12,790,5.5
1.7798610000000001,70000000,154984035,118,2014-01-24,1083,5.7
1.769987,65000000,163442937,137,2014-12-25,981,7.2
1.754707,20000000,66787908,127,2014-12-25,580,7.5
1.737699,4900000,3494070,138,2014-05-22,389,8.0
1.6493209999999898,15000000,52501541,115,2014-12-05,677,6.9
1.638781,130000000,117831631,105,2014-02-18,837,5.1
1.63015,26000000,35926213,117,2014-10-16,535,7.2
1.5880100000000001,65000000,133821816,119,2014-12-19,331,6.1
1.5450549999999899,50000000,97437106,95,2014-10-01,531,7.3
1.542392,13000000,54837234,102,2014-10-09,531,7.1
1.541069,66000000,203277636,130,2014-03-13,1117,6.2
1.4490459999999898,22000000,88880821,122,2014-08-06,352,7.2
1.440084,60000000,108255770,97,2014-09-10,498,6.6
1.3987129999999999,10000000,28883511,105,2014-12-24,710,6.8
1.394382,18000000,266586800,93,2014-08-22,165,4.6
1.319416,4000000,600896,95,2014-03-15,400,5.8
1.3155,50000000,160602194,89,2014-08-06,572,5.7
1.240895,50000000,151165787,83,2014-07-17,223,5.9
1.214094,35000000,17508518,110,2014-03-28,422,5.4
1.146492,13200000,53830415,84,2014-09-12,105,5.8
1.142614,5000000,41797583,99,2014-12-05,725,7.5
1.1403020000000001,5000000,40100000,93,2014-08-14,501,6.1
1.136851,24000000,12096300,134,2014-05-19,645,6.5
1.077877,20000000,34077920,103,2014-02-12,357,6.6
1.052381,12250000,2295423,100,2014-05-18,164,6.0
1.041267,24000000,70181428,106,2014-06-19,175,6.2
1.039133,15000000,9104716,107,2014-11-05,161,6.9
1.027357,15000000,59209,95,2014-05-02,402,5.7
1.0181149999999999,6500000,255273813,99,2014-10-02,827,5.6
0.989916,65000000,71154592,92,2014-01-22,501,5.1
0.988081,8000000,26049082,94,2014-01-29,713,6.0
0.98174,27000000,28831145,109,2014-04-11,207,6.5
0.9796549999999999,28000000,68896829,90,2014-04-22,476,5.8
0.9678459999999999,2000000,6676471,93,2014-05-22,1089,6.5
0.9660479999999999,20000000,100525432,97,2014-07-02,381,5.1
0.92537,60000000,30800231,118,2014-02-13,327,5.9
0.916435,5000000,2367161,99,2014-09-17,402,6.6
0.8931209999999989,22500000,15520023,112,2014-12-25,287,6.8
0.890965,5000000,6833445,100,2014-09-04,194,4.8
0.8765139999999989,28000000,100654149,81,2014-10-08,380,6.2
0.876066,19800000,41296320,103,2014-09-10,377,6.5
0.8701040000000001,16000000,2429989,122,2014-05-18,150,6.2
0.8058390000000001,8500000,7500000,90,2014-09-05,261,5.2
0.797723,40000000,67347013,134,2014-06-05,181,6.7
0.796721,12500000,49002684,100,2014-02-14,165,5.8
0.7863979999999989,25000000,38307627,124,2014-05-09,182,6.6
0.778247,5500000,5483299,120,2014-01-18,192,6.3
0.777096,6700000,1430655,87,2014-01-18,76,7.0
0.757089,13300000,5380251,108,2014-03-14,704,6.0
0.7517729999999989,6000000,3485127,107,2014-03-13,323,6.3
0.740796,22000000,67800064,138,2014-02-28,61,5.8
0.728025,6000000,15071,90,2014-02-02,129,6.5
0.72546,3500000,5155325,79,2014-02-02,141,7.0
0.722877,8500000,770706,107,2014-01-02,232,5.7
0.714661,15000000,30127963,115,2014-08-22,94,6.2
0.688179,2000000,48390,91,2014-05-02,23,5.2
0.667732,200000,17834867,98,2014-04-01,147,5.1
0.660405,15000000,31554855,121,2014-07-25,393,6.3
0.646336999999999,6500000,13865435,89,2014-12-04,234,4.7
0.6352140000000001,6600000,1554000,124,2014-08-20,173,6.8
0.632047999999999,5000000,2450846,112,2014-10-09,247,6.5
0.615729,1000000,9318,87,2014-09-12,137,5.3
0.602735,2000000,4635300,85,2014-04-10,480,6.8
0.599079,36000000,52424533,107,2014-09-12,63,6.8
0.590256999999999,1000000,26501323,90,2014-12-30,270,4.9
0.574398,50000000,80383113,112,2014-03-20,222,6.2
0.5594720000000001,2800000,1826705,102,2014-09-19,206,4.9
0.548656,6000000,1020921,92,2014-09-05,56,5.9
0.540852,12000000,101332962,99,2014-04-16,159,6.1
0.49583999999999995,70000000,61279452,99,2014-01-10,399,4.4
0.485296,30000000,25312387,94,2014-07-20,111,5.7
0.47065100000000004,2400000,88273,90,2014-08-15,141,4.8
0.44645799999999997,5500000,5000000,120,2014-09-07,15,5.4
0.407983,6000000,32251,86,2014-01-20,58,5.7
0.403579,1000000,395000,99,2014-01-19,146,7.0
0.40115300000000004,318000,121179,85,2014-04-04,142,6.1
0.39860100000000004,7000000,14618727,116,2014-09-10,95,6.9
0.386307,5000000,10429707,98,2014-03-25,92,5.7
0.382434,13000000,45300000,89,2014-07-02,223,5.7
0.350612,25000000,39171130,111,2014-12-25,405,5.6
0.34162,12700000,3430018,112,2014-05-30,63,6.7
0.340308,4000000,2365467,118,2014-04-10,207,6.5
0.318941,500000,15000000,139,2014-03-25,14,4.8
0.317225,5000000,75143,91,2014-03-14,60,5.9
0.300442,17000000,29789000,113,2014-03-21,146,6.1
0.283225,7000000,36433975,89,2014-01-08,164,4.5
0.751476,5000000,4013786,107,2014-09-09,65,6.0
0.19104000000000002,8000000,53086,112,2014-02-12,20,5.1
0.151591,5900000,23000000,94,2014-06-27,20,5.2
12.037933,11000000,775398007,121,1977-03-20,4428,7.9
2.379469,14000000,185438673,125,1977-07-07,279,6.2
1.719385,1200000,71215869,78,1977-06-22,332,6.6
1.179653,4000000,38251425,93,1977-04-19,493,7.6
1.104816,20000000,303788635,135,1977-11-16,600,7.0
1.048838,22000000,50750000,175,1977-06-15,109,6.4
0.75125,3500000,16000000,113,1977-07-15,15,5.9
0.602862,3500000,237113184,118,1977-12-16,192,6.3
0.560826,3400000,31063038,94,1977-12-25,29,6.2
0.49548000000000003,5500000,26414658,109,1977-12-21,45,6.7
0.375967,14000000,30749142,118,1977-06-17,56,4.6
0.373131,6000000,30000000,114,1977-03-11,25,5.7
0.331417,10000,7000000,89,1977-03-19,194,7.1
0.22879699999999997,6000000,14717854,92,1977-07-22,25,5.0
0.219941,22000000,12000000,121,1977-06-24,48,7.4
0.19154100000000002,810000,1258000,106,1977-01-01,12,5.8
0.164123,500000,17000000,97,1977-08-24,16,5.7
0.17565699999999898,1200000,9000000,80,1977-02-09,26,6.0
0.137351,230000,25000000,89,1977-07-22,57,6.0
9.432768,237000000,2781505847,162,2009-12-10,8458,7.1
6.098027,70000000,319131050,153,2009-08-18,3969,7.7
5.806897,35000000,91327197,92,2009-01-22,979,6.2
5.076472,250000000,933959197,153,2009-07-07,3220,7.3
4.9089019999999906,175000000,731342744,96,2009-05-13,4225,7.6
3.82957,150000000,385680446,127,2009-05-06,3417,7.3
3.7896330000000003,200000000,371353001,115,2009-05-20,1670,5.8
3.7449559999999997,30000000,210819611,112,2009-08-05,2141,7.1
3.4315589999999996,90000000,524028679,128,2009-01-07,4118,6.9
3.244139,7500000,60722734,95,2009-07-17,1778,7.3
3.1549139999999998,90000000,886686817,94,2009-06-29,1392,6.4
3.15306,35000000,459270619,100,2009-06-05,4134,7.1
3.038063,130000000,185258983,162,2009-03-05,1751,6.8
2.9797860000000003,200000000,769653595,158,2009-10-10,3533,5.6
2.8464650000000002,30000000,48428063,79,2009-08-19,851,6.5
2.8415619999999997,150000000,356613439,138,2009-05-13,1275,6.3
2.463982,105000000,267045765,97,2009-12-08,706,6.5
2.367474,29000000,309208309,129,2009-11-20,1078,7.1
2.041804,23600000,102391382,88,2009-10-07,2165,7.1
1.971027,50000000,709827462,130,2009-03-15,1388,5.6
1.926432,40000000,177259441,129,2009-02-06,612,6.0
1.906998,175000000,302469017,118,2009-08-04,1470,5.7
1.895894,40000000,317375031,108,2009-06-01,1084,6.7
1.860267,38000000,205298907,96,2009-07-24,584,6.3
1.849649,100000000,242988466,90,2009-09-17,1116,6.4
1.826169,40000000,46471023,87,2009-10-23,711,7.5
1.75384,60000000,124596398,100,2009-02-05,711,7.1
1.752134,150000000,413106170,105,2009-05-20,1108,5.9
1.732516,20000000,136267476,102,2009-03-11,765,6.0
1.7148869999999898,200000000,325233863,96,2009-11-04,619,6.6
1.6738790000000001,65000000,93525586,136,2009-12-26,600,6.6
1.6417389999999898,26000000,183293131,91,2009-01-15,510,5.4
1.575231,16000000,47801389,93,2009-06-13,976,7.7
1.542135,53000000,126690726,109,2009-10-15,900,7.2
1.5352780000000001,30000000,33333531,115,2009-09-17,296,5.3
1.487114,20000000,34560577,96,2009-04-16,560,5.9
1.453639,33000000,20645327,108,2009-09-08,406,6.2
1.398364,30000000,90842646,99,2009-03-15,498,6.1
1.357091,50000000,155446362,121,2009-03-19,817,5.7
1.3282180000000001,5000000,9760104,97,2009-06-12,1027,7.4
1.324927,150000000,292817841,88,2009-07-21,340,5.1
1.30199,100000000,150166126,106,2009-06-11,551,6.1
1.297769,18500000,31912793,100,2009-09-13,305,5.8
1.290519,40000000,108332743,104,2009-02-05,445,6.0
1.267182,50000000,40828540,95,2009-09-03,484,5.6
1.26001,47000000,3547209,141,2009-09-11,827,7.8
1.232312,70000000,171844840,113,2009-09-19,372,5.3
1.223786,26000000,43318349,104,2009-01-27,381,6.7
1.2186569999999999,32000000,27635305,111,2009-11-25,600,6.7
1.19445499999999,175000000,381509870,94,2009-03-19,932,6.0
1.159118,3000000,2357852,123,2009-05-14,124,6.6
1.14937,40000000,129540499,123,2009-08-06,341,6.5
1.145724,15000000,8459458,96,2009-03-25,297,5.9
1.138277,80000000,214104620,140,2009-07-01,853,6.5
1.104112,16000000,31556061,100,2009-09-18,441,5.2
1.0990030000000002,20000000,41596251,123,2009-07-24,707,6.5
1.085541,15000000,40105542,99,2009-09-04,192,4.6
1.083957,40000000,186167139,82,2009-08-26,472,5.5
1.080415,75000000,443140005,88,2009-12-21,414,5.3
1.075405,4500000,3606395,104,2009-11-07,130,5.2
1.074072,30000000,114663461,89,2009-01-09,501,5.8
1.065548,10000000,63647833,110,2009-11-06,205,6.8
1.04373799999999,60000000,87784194,127,2009-04-17,257,6.6
1.039442,16000000,76514050,87,2009-01-09,186,4.9
1.037708,14700000,8049666,103,2009-10-16,116,5.6
1.022125,41000000,91636986,105,2009-03-20,304,6.4
1.01800499999999,22000000,35424826,108,2009-09-18,170,6.0
1.0147059999999999,50000000,106303988,98,2009-03-12,308,5.4
0.9992989999999999,27000000,29000000,109,2009-08-13,298,6.0
0.967776,50000000,36348784,116,2009-04-01,392,7.1
0.966959,20000000,51416464,98,2009-01-06,368,5.9
0.965516,39000000,101229792,107,2009-08-14,478,6.5
0.9537049999999999,11000000,791867,108,2009-05-18,333,6.2
0.908112,18000000,36133014,109,2009-09-18,117,5.5
0.9074479999999999,38000000,45465299,111,2009-02-06,367,5.8
0.905416,17000000,29536299,133,2009-01-16,161,6.1
0.9017299999999999,11000000,68233629,90,2009-10-22,379,5.9
0.8942680000000001,35000000,27409889,105,2009-03-04,201,6.9
0.884343,7000000,31430334,105,2009-10-02,240,6.4
0.883984,14000000,22852638,98,2009-06-08,185,6.1
0.850476,40000000,12206028,101,2009-09-09,114,5.2
0.8342,13000000,10652035,98,2009-01-18,311,6.3
0.8305969999999989,13000000,754249,161,2009-05-05,195,7.1
0.826039,20000000,17280326,108,2009-03-19,130,5.9
0.816681,9000000,70000000,170,2009-12-23,662,7.8
0.8133229999999989,150000000,836297228,150,2009-06-19,2230,6.0
0.811236,24000000,68729358,93,2009-10-17,435,5.8
0.7967609999999989,40000000,60462347,99,2009-09-29,218,6.1
0.790326,20000000,5210988,111,2009-08-06,75,5.5
0.7863899999999989,100000000,100086793,101,2009-10-16,312,6.3
0.786159,85000000,219103655,121,2009-12-23,225,6.2
0.760048,100000000,68688831,102,2009-06-05,220,5.4
0.7563850000000001,60000000,122233971,134,2009-12-10,675,6.9
0.748763,70000000,104945765,91,2009-11-19,354,5.7
0.717595,60000000,62357900,97,2009-06-18,312,4.5
0.713022,4500000,744816,97,2009-10-10,11,5.1
0.710966,12000000,1644755,111,2009-09-14,36,6.2
0.694443,15000000,100734718,101,2009-01-16,151,5.3
0.6642,35000000,92219310,88,2009-11-24,124,5.2
0.661609,70000000,39041505,127,2009-05-17,238,6.6
0.652939,8000000,10629321,118,2009-11-24,151,5.9
0.643829,25000000,10589102,122,2009-09-11,157,5.8
0.6431640000000001,30000000,61808775,123,2009-10-01,502,6.2
0.642045,20000000,1017401,90,2009-02-06,63,6.0
0.6300680000000001,20000000,22942221,88,2009-12-04,117,5.6
0.608282,40000000,28169671,109,2009-10-23,218,5.5
0.606857,9000000,985117,104,2009-09-13,67,5.6
0.60652,7500000,26096852,100,2009-10-29,234,6.8
0.604388,75000000,61458982,146,2009-07-31,213,5.5
0.598075,25000000,163670000,109,2009-09-05,751,6.6
0.595489,65000000,44091067,94,2009-10-15,284,6.0
0.59517,50000000,60161391,118,2009-02-03,207,5.8
0.582225,14000000,875386,97,2009-10-01,64,5.3
0.580292,85000000,363164265,107,2009-04-02,1661,6.4
0.576401,20000000,17436509,120,2009-09-06,78,6.9
0.565345,15000000,39421467,105,2009-08-28,131,5.2
0.549975,35000000,155545279,102,2009-04-10,247,5.8
0.544071,15000000,8786375,101,2009-02-18,193,5.9
0.53923,45000000,57881056,86,2009-07-31,146,5.1
0.536017,3400000,9444018,88,2009-07-09,172,6.2
0.534693,3000000,18097,92,2009-11-13,11,4.5
0.5291600000000001,10000000,42333295,98,2009-11-06,244,5.6
0.520419,15000000,5024782,90,2009-09-07,42,5.7
0.510379,800000,867714,100,2009-09-12,74,6.3
0.508705,78146652,60000000,125,2009-03-19,124,5.5
0.49236599999999997,8500000,4440055,119,2009-11-05,65,6.3
0.480074,9500000,17164377,107,2009-04-03,400,6.3
0.47888800000000004,8000000,10848783,92,2009-09-03,94,5.8
0.47668699999999997,3500000,44462,101,2009-09-12,85,6.3
0.472113,80000000,53825515,112,2009-12-03,95,5.0
0.471747,6500000,1521261,113,2009-11-13,61,6.9
